ubigeo,n_facilities,mean,max,emergencias_total
HUAÑEC,1.0,8649.038223048421,8653.384299311154,
HUEPETUHE,6.0,8613.698439612806,8624.232775707942,
HUERTAS,1.0,8710.612376413095,8713.243939656208,
HUICUNGO,6.0,9205.0582301881,9282.94564178459,
HUIMBAYOC,9.0,9294.357458402543,9305.59193906365,
HUYCABAMBA,,9005.401320134897,9005.401320134897,
IBERIA,6.0,8808.590381452399,8818.772368126874,
ICHOCAN,1.0,9184.87180409324,9186.89096695067,
ICHUPAMPA,1.0,8316.351390282674,8325.793786172857,
ICHUÑA,4.0,8262.650413204612,8284.48767466768,
IGNACIO ESCUDERO,6.0,9464.496014597731,9472.359001596122,
IGUAIN,3.0,8584.534089946004,8590.445230216688,
IHUARI,6.0,8766.512568641068,8779.029827274464,
ILABAYA,4.0,8129.684517530243,8149.279695745726,
ILLIMO,3.0,9282.493739246083,9284.156512111165,
IMPERIAL,4.0,8566.283565101274,8569.945537261028,
INAHUAYA,2.0,9234.609857520863,9241.852546675655,
INAMBARI,2.0,8627.177869980831,8647.920011657377,
INAMBARI    1/,,8612.4438785302,8625.848192081026,
INCAHUASI,2.0,9308.032258187517,9324.991871405786,
INCHUPALLA,2.0,8402.457431593999,8412.060412248444,
INCLAN,2.0,8094.128190011184,8118.552345605495,
INDEPENDENCIA,39.0,8797.675122464889,9006.045884302785,
INDIANA,7.0,9631.384837929758,9648.540081424302,
INGENIO,2.0,8701.010452183447,8707.828085090188,
INGUILPATA,1.0,9310.190858750226,9313.649545844775,
INKAWASI,5.0,,,
IPARIA,12.0,8987.0740083307,9044.688958945655,
IQUITOS,14.0,9605.579041855104,9615.40371612441,
IRAZOLA,7.0,9042.402604055213,9072.438381770215,
ITUATA,3.0,8522.01204294438,8542.198782462028,
IZCUCHACA,1.0,8632.715081422955,8633.983682263352,
IÑAPARI,4.0,8850.500212422272,8896.011018755658,
JACAS CHICO,1.0,8914.731550222285,8918.223208732968,
JACAS GRANDE,5.0,8951.40628270795,8957.653808201414,
JACOBO HUNTER,7.0,8225.265670043465,8226.800934826904,
JAMALCA,9.0,9346.12115191659,9357.08612308702,
JANGAS,1.0,8959.426275363658,8963.114243489283,
JANJAILLO,1.0,8710.083117282884,8712.447731577353,
JAYANCA,2.0,9293.923789941975,9317.190151513532,
JEBEROS,3.0,9433.472505285004,9460.268424317681,
JENARO HERRERA,1.0,9482.993109101293,9494.029216406252,
JEPELACIO,10.0,9322.438596936725,9329.629230145043,
JEQUETEPEQUE,1.0,9186.031604709846,9187.4561948151,
JESUS MARIA,10.0,8668.812121710953,8668.812121710953,
JESUS NAZARENO,2.0,8568.229791515243,8572.037713778958,
JILILI,3.0,9494.478287194099,9504.120672360279,
JIRCAN,1.0,8983.021118607738,8990.98348875948,
JORGE CHAVEZ,1.0,9233.494430566456,9236.140417763758,
JOSE CRESPO Y CASTILLO,2.0,9021.024556862869,9065.506630532791,
JOSE DOMINGO CHOQUEHUANCA,1.0,8391.74102857325,8398.021455487647,
JOSE GALVEZ,2.0,9234.633930211878,9238.043626495131,
JOSE LEONARDO ORTIZ,7.0,9252.329196722181,9254.292211008755,
JOSE LUIS BUSTAMANTE Y RIVERO,5.0,8225.775482591813,8226.74485995037,
JOSE MANUEL QUIROZ,1.0,9188.555700656209,9193.0409189476,
JOSE MARIA ARGUEDAS,2.0,,,
JOSE MARIA QUIMPER,3.0,8197.255477685872,8198.74362480442,
JOSE SABOGAL,6.0,9200.195868620494,9211.55298648575,
JUAN ESPINOZA MEDRANO,5.0,8424.44972331833,8441.057945237135,
JUAN GUERRA,2.0,9274.692650741015,9280.689976796826,
JUANJUI,8.0,9204.690153059333,9218.478459422196,
JULCAMARCA,,8579.471119052943,8585.009725655049,
JULCAN,8.0,9057.226337434038,9114.971630081764,
JULIACA,19.0,8345.537205635375,8357.083476118363,
JUMBILLA,2.0,9346.353289325234,9354.648707896771,
JUSTO APU SAHUARAURA,2.0,8464.756268548344,8474.604291998014,
KAQUIABAMBA,2.0,8533.119286738267,8535.860448626276,
KAQUIBAMBA,,8529.95833240411,8532.56692502407,
KELLUYO,,8216.054015670357,8233.754562351276,
KIMBIRI,10.0,8617.527707612477,8639.1607117583,
KISHUARA,7.0,8519.940312994002,8530.276718441808,
KOSÑIPATA,2.0,8604.622885922276,8630.986877515114,
KUNTURKANKI,1.0,8436.316793607915,8451.371147484437,
LA ARENA,8.0,9408.272336878521,9412.37135168477,
LA BANDA DE SHILCAYO,3.0,9288.359534180268,9301.503453809471,
LA BREA,4.0,9482.258252635813,9490.231548801667,
LA CAPILLA,2.0,8187.595611765637,8204.975692598506,
LA COIPA,17.0,9401.753514824162,9409.237815064724,
LA CRUZ,1.0,9595.881116871764,9598.538318385252,
LA CUESTA,1.0,9123.767327334303,9128.187167428337,
LA ESPERANZA,12.0,9261.821387924847,9271.075330172484,
LA FLORIDA,1.0,9238.424065943667,9243.743188730581,
LA HUACA,5.0,9454.663201269697,9457.212101328361,
LA JALCA,9.0,9282.902353486194,9288.937042215524,
LA JOYA,9.0,8210.6460129882,8226.189835285844,
LA LIBERTAD,1.0,8936.785584451913,8943.545105317884,
LA LIBERTAD DE PALLAN,3.0,9257.746777095828,9267.691384863483,
LA MATANZA,6.0,9410.398291226069,9426.839995474218,
LA MERCED,2.0,8900.081742754863,8934.756310403176,
LA MOLINA,8.0,8668.379644572862,8670.094349712364,
LA MORADA,1.0,,,
LA OROYA,2.0,8725.00939633836,8740.682746262466,
LA PAMPA,1.0,9042.470879686745,9046.503650327679,
LA PECA,6.0,9380.748206449918,9390.778128789609,
LA PERLA,9.0,8668.936401306557,8668.936401306557,
LA PRIMAVERA,1.0,8864.170091039867,8868.443347198841,
LA PUNTA,,8668.516920919908,8668.516920919908,
LA RAMADA,8.0,9311.796748444287,9316.295720819087,
LA TIGUIÑA,,8464.305818940375,8464.305818940375,
LA TINGUIÑA,3.0,8461.622636469327,8465.618082917374,
LA UNION,11.0,8989.286589630194,9406.994164823987,
LA VICTORIA,15.0,9226.384471773592,9245.634485383669,
LA YARADA LOS PALOS,1.0,,,
LABERINTO,4.0,8656.387512520236,8669.752208967913,
LACABAMBA,1.0,9088.66292010469,9092.254675112483,
LACHAQUI,2.0,8727.96776390185,8732.643907946742,
LAGUNAS,21.0,9406.446610505423,9557.67487947716,
LAHUAYTAMBO,2.0,8669.119093556936,8673.144327917835,
LALAQUIZ,4.0,9425.877138079013,9432.942054289531,
LAMBAYEQUE,5.0,9259.488466249359,9268.346572806522,
LAMBRAMA,7.0,8506.5021714098,8516.848680760877,
LAMPIAN,2.0,8759.749945099806,8771.03644653423,
LANCONES,16.0,9505.369690686857,9542.096843068344,
LANGUI,2.0,8452.391960099038,8461.304055119022,
LARAMARCA,1.0,8476.8570682638,8486.835535407557,
LARAMATE,2.0,8438.162356906802,8459.754174031106,
LARAOS,2.0,8657.28453903672,8739.358769874323,
LAREDO,3.0,9104.68855457388,9112.144208716545,
LAS AMAZONAS,4.0,9645.413499544247,9685.251917167809,
LAS LOMAS,15.0,9478.462879764385,9489.775653706276,
LAS PIEDRAS,10.0,8712.356327883424,8752.205299590778,
LAS PIEDRAS   2/,,8681.678529235127,8685.605754416649,
LAS PIRIAS,2.0,9376.554174283956,9381.050530766424,
LEIMEBAMBA,2.0,9254.751445523165,9265.754743715348,
LEONCIO PRADO,8.0,8531.670794456471,8788.575027885328,
LEONOR ORDOÑEZ,1.0,8699.91940946814,8702.12857656639,
LEVANTO,1.0,9304.13753004428,9305.897829165726,
LIMABAMBA,1.0,9283.608822321039,9294.173046082933,
LIMATAMBO,3.0,8543.639368724023,8555.883765383478,
LIMBANI,2.0,8506.332596607268,8537.7977421391,
LINCHA,1.0,8594.343994890332,8601.308143890015,
LIRCAY,11.0,8570.024805006251,8585.042967812906,
LIVITACA,5.0,8458.024031026802,8478.706516041517,
LLACANORA,1.0,9204.643177695389,9207.805847995576,
LLACLLIN,2.0,8881.645869163649,8888.384017001326,
LLALLI,1.0,8392.152706118339,8399.682595467126,
LLAMELLIN,1.0,8998.601823819557,9005.123997608594,
LLAUTA,3.0,8439.612168576497,8456.76781758841,
LLAYLLA,3.0,8756.853367937545,8762.005935426047,
LLIPATA,1.0,8402.753755130047,8404.965301524144,
LLOCHEGUA,9.0,8650.694766846282,8667.22992735206,
LLOCLLAPAMPA,2.0,8702.859438240665,8706.943161126004,
LLOQUE,1.0,8248.251980515275,8257.100247736736,
LLUMPA,4.0,9010.499427542187,9014.248129385383,
LLUSCO,4.0,8440.234403013303,8452.092926892785,
LOBITOS,1.0,9508.51562368911,9516.338672535101,
LOCROJA,4.0,8610.82286767279,8618.262503647695,
LOCUMBA,3.0,8116.144751127805,8120.970032045233,
LONGAR,2.0,9300.871201115542,9307.200900633587,
LONGOTEA,2.0,9220.903712672363,9230.43019534187,
LONGUITA,2.0,9292.588694494614,9294.90421204707,
LONYA CHICO,3.0,9314.329156864493,9316.51588131882,
LONYA GRANDE,11.0,9335.937662510823,9338.820182714177,
LOS AQUIJES,5.0,8452.854575705742,8455.128271477332,
LOS BAÑOS DEL INCA,6.0,9213.023988161001,9222.827487829172,
LOS MOROCHUCOS,5.0,8524.977015466862,8536.534830276601,
LOS OLIVOS,12.0,8680.096679022421,8685.130419911135,
LOS ORGANOS,3.0,9537.53147447993,9542.33451936045,
LUCANAS,4.0,8415.745021325585,8441.142398688666,
LUIS CARRANZA,1.0,8555.7524325938,8564.079733334509,
LUNAHUANA,1.0,8570.020006948109,8580.084697382465,
LURICOCHA,3.0,8596.695944648534,8606.378412874781,
LURIGANCHO,25.0,8680.938659809957,8687.466563687178,
LUYA VIEJO,1.0,9321.9926430076,9324.812951193684,
LUYANDO,4.0,8988.284209362328,8994.722310585745,
LUYANDO 1/,,8988.138172390847,8995.23125754095,
LÍMITE FRONTERIZO,,9401.926084529972,9401.926084529972,
MACARI,7.0,8423.018957198878,8435.585958354968,
MACATE,4.0,9028.04531723214,9042.810938988798,
MACHAGUAY,,8303.610805014428,8314.3836964632,
MACHUPICCHU,3.0,8573.965217418689,8583.441167502402,
MACUSANI,5.0,8499.444473237407,8516.072679084209,
MACUSINI,,8505.533400948536,8505.533400948536,
MADEAN,1.0,8578.569440874562,8587.595652199067,
MADRE DE DIOS,4.0,8652.089446211521,8676.93646340586,
MADRIGAL,1.0,8321.480625106347,8327.209501362568,
MAGDALENA,5.0,9223.291853310127,9298.021200769936,
MAGDALENA DE CAO,1.0,9128.184841389708,9133.675947896341,
MAGDALENA DEL MAR,3.0,8666.787342031063,8666.787342031063,
MAGDALENA VIEJA,,8668.91882734195,8668.91882734195,
MALVAS,2.0,8903.24875911547,8909.980579444296,
MAMARA,1.0,8462.174966527053,8468.64521831187,
MANANTAY,14.0,,,
MANCORA,2.0,9543.562836585867,9545.4654382846,
MANCOS,5.0,8984.63572424772,8986.832034090645,
MANGAS,1.0,8856.93698826404,8864.566315344502,
MANSERICHE,9.0,9489.455053327121,9522.07428532469,
MANUEL ANTONIO,,9256.540727322288,9256.540727322288,
MANUEL ANTONIO MESONES MURO,1.0,9263.48386312895,9268.557732375764,
MANZANARES,1.0,8684.377579776237,8685.322635605204,
MAQUIA,10.0,9365.677400984168,9402.477230562417,
MARANCANI,,8461.167775936607,8462.557664899616,
MARANGANI,4.0,8458.248322740283,8466.10950193689,
MARANURA,3.0,8600.99518854251,8609.763801549496,
MARCABAL,6.0,9150.232158558985,9161.648308503052,
MARCABAMBA,1.0,8355.880428023967,8364.16965339505,
MARCAPATA,2.0,8539.432664747603,8564.247271500395,
MARCAPOMACOCHA,2.0,8747.360769696963,8763.382569102194,
MARCAPTA,,8546.903141168134,8546.903141168134,
MARCARA,2.0,8971.483447953,8974.763046257589,
MARCAS,2.0,8595.356238303271,8603.056596711085,
MARCAVELICA,10.0,9488.708798853313,9537.4959367419,
MARCONA,3.0,8331.674562122573,8350.070895280733,
MARGOS,4.0,8896.693340908374,8909.138135643105,
MARIA PARADO DE BELLIDO,2.0,8517.481871841579,8525.567485722915,
MARIANO DAMASO BERAUN,4.0,8972.988655665544,8979.820071133821,
MARIANO MELGAR,6.0,8229.330575190963,8229.330575190963,
MARIANO NICOLAS VALCARCEL,3.0,8254.940817188673,8271.634331790117,
MARIAS,5.0,8945.613519741359,8953.578164316232,
MARIATANA,2.0,8651.342077427373,8657.312449723086,
MARISCAL BENAVIDES,2.0,9300.712004270266,9305.502019424177,
MARISCAL CACERES,3.0,8216.48211317007,8629.215377298633,
MARISCAL CASTILLA,3.0,9113.542022298703,9276.649785432268,
MARISCAL GAMARRA,10.0,,,
MARISCAL NIETO,,8137.2304113050395,8137.2304113050395,
MARMOT,3.0,,,
MARMOT  1/,,9148.736184244663,9163.302469896997,
MASISEA,20.0,9052.465211076662,9099.178028750259,
MASMA CHICCHE,1.0,8709.38257621136,8713.549764824793,
MATACOTO,1.0,8985.413343719725,8988.314942802495,
MATAHUASI,3.0,8698.934025361852,8700.750923960419,
MATALAQUE,2.0,8227.773929482415,8234.275953841205,
MATAPALO,1.0,9586.122504858233,9597.32624222142,
MATARA,1.0,9196.1881361868,9200.06417743782,
MATUCANA,1.0,8683.623196058374,8738.574938170845,
MAZAMARI,9.0,8760.15538453073,8784.746924716983,
MAÑAZO,5.0,8300.278780163944,8315.685319062815,
MEGANTONI,16.0,,,
MICAELA BASTIDAS,1.0,8472.292738164488,8476.286466386133,
MIGUEL CHECA,2.0,9451.271944967717,9456.761731470913,
MIGUEL IGLESIAS,4.0,9265.311634943788,9273.854224627668,
MILPUC,,9284.278431598195,9287.341500938217,
MILPUCC,2.0,,,
MIRACOSTA,6.0,9295.709104444402,9308.736520424958,
MIRAFLORES,15.0,8850.817941554595,8967.824695469877,
MIRGAS,4.0,8998.158244186403,9006.63601704603,
MOCHUMI,4.0,9272.572355251952,9277.091258425507,
MOLINO,5.0,8905.526632288205,8912.858089252331,
MOLINOPAMPA,3.0,9314.1320059912,9320.532305070168,
MOLINOS,3.0,8722.618946452545,8743.779778973887,
MOLLEBAMBA,2.0,9099.239826750865,9108.559124836858,
MOLLEBAYA,2.0,8219.33679719726,8220.854235971748,
MOLLENDO,3.0,8164.377180128135,8191.699047416873,
MOLLEPAMPA,2.0,8540.636245564956,8556.506453949714,
MOLLEPATA,4.0,8670.145313121666,9105.731327831203,
MONOBAMBA,2.0,8753.712144824483,8763.068153127186,
MONSEFU,4.0,9239.3165756317,9243.260733757254,
MONTERO,4.0,9486.400920910817,9489.98902027423,
MONTEVIDEO,1.0,9268.431614509185,9269.694807474163,
MONZON,8.0,8983.4627127311,8990.853009320552,
MOQUEGUA,10.0,8142.859071894908,8158.229286082208,
MORALES,1.0,9288.62630757066,9292.192552233339,
MORCOLLA,3.0,8459.72172123059,8472.961956337835,
MOROCOCHA,2.0,8727.100543375267,8739.429146500992,
MORONA,9.0,9579.762235119764,9689.857368669751,
MORROPE,21.0,9276.613314731572,9283.050136382446,
MORROPON,5.0,9426.930264233337,9434.64015198726,
MOSOC LLACTA,1.0,8484.26652154876,8488.289944634762,
MOTUPE,5.0,9317.09299813209,9330.04587688331,
MOYOBAMBA,22.0,9354.337037690824,9395.685349238653,
MUQUIYAUYO,1.0,8703.862537136287,8706.44505837815,
MUÑANI,2.0,8431.96151324869,8452.887789732142,
NAMBALLE,6.0,9439.525514781586,9449.434536704428,
NAMORA,5.0,9204.687856553088,9209.949605967648,
NANCHOC,2.0,9227.737020821212,9236.84176419009,
NEPEÑA,2.0,8985.013010296077,8991.527537040382,
NESHUYA,7.0,,,
NICASIO,2.0,8372.046748032682,8378.374976192123,
NICOLAS DE PIEROLA,3.0,8208.440907216436,8224.811446533397,
NIEPOS,4.0,9231.664914361952,9237.117867931502,
NINABAMBA,3.0,9260.254430190342,9263.798110066062,
NINACACA,5.0,8814.70459206419,8833.02994120185,
NUEVA ARICA,2.0,9236.350200193328,9238.211369897315,
NUEVA CAJAMARCA,12.0,9350.086805378578,9360.026726709371,
NUEVA REQUENA,8.0,9103.304571760096,9121.82814700296,
NUEVE DE JULIO,1.0,8698.16860418829,8699.0377036695,
NUEVO CHIMBOTE,7.0,8989.50064529749,9002.895176604961,
NUEVO IMPERIAL,6.0,8565.968977636561,8587.50284103592,
NUEVO OCCORO,2.0,8611.021315355978,8627.11808782406,
NUEVO PROGRESO,6.0,9059.601873247917,9080.514427177326,
OCALLI,5.0,9310.653438727097,9320.019875615739,
OCOBAMBA,9.0,8583.909151507238,8635.996153817718,
OCONGATE,2.0,8531.441697771306,8549.16946194325,
OCORURO,1.0,8379.440773759787,8394.836272436121,
OCUCAJE,4.0,8415.605487775425,8430.574374487318,
OCUMAL,4.0,9298.820726117983,9306.885179349089,
OCUVIRI,3.0,8373.06753530236,8389.260383843091,
OLLACHEA,4.0,8534.641131023855,8546.208985548685,
OLLANTAYTAMBO,3.0,8572.632407807085,8586.375796548235,
OLLARAYA,1.0,8274.015663352704,8278.545503836784,
OLLEROS,6.0,9021.902312144684,9344.026431414304,
OMACHA,4.0,8475.90934307398,8488.791536894481,
ONDORES,3.0,8785.20889600082,8799.60906304931,
ORCOPAMPA,1.0,8361.575650316214,8391.054826523561,
ORCOTUNA,2.0,8689.132536953346,8692.431539732359,
OROPESA,6.0,8455.527220411725,8544.363306831718,
ORURILLO,7.0,8429.899503223252,8442.086140785634,
OTUZCO,9.0,9128.704900334727,9144.67472148682,
OXAMARCA,4.0,9219.403216930674,9232.214706359542,
OXAPAMPA,10.0,8838.56109207992,8849.67714768887,
OYOTUN,4.0,9244.390095842575,9253.56349663136,
PACACAUSA,,8374.92579240194,8378.398640639763,
PACAICAMPA,,9451.709680884516,9469.533847740851,
PACAIPAMPA,8.0,9448.708128340273,9472.77402431954,
PACANGA,2.0,9206.588916512059,9214.517171837437,
PACAPAUSA,1.0,8373.888807148456,8378.526911664152,
PACARAN,1.0,8584.657895021945,8586.490434027728,
PACARAOS,4.0,8774.511940269438,8785.509644494326,
PACASMAYO,2.0,9178.534312852116,9180.364008159375,
PACAYCASA,2.0,8576.614221322297,8580.028293451142,
PACCARITAMBO,1.0,8517.59756662884,8524.449541519141,
PACCHA,13.0,8885.66816297922,9282.151747637039,
PACCHO,4.0,8792.538571909268,8800.838168671882,
PACHACAMAC,15.0,8658.936098488131,8666.323869281987,
PACHACONAS,3.0,8458.07643637849,8464.410212251887,
PACHACUTEC,2.0,8445.218210017714,8448.445350819899,
PACHAMARCA,,8633.203589136685,8640.050924862648,
PACHANGARA,3.0,8805.39088361162,8814.252539647447,
PACHAS,6.0,8932.30705919747,8943.656287500507,
PACHIA,4.0,8088.639300919405,8111.009063496037,
PACHIZA,7.0,9202.993964755764,9227.74517172304,
PACLLON,2.0,8872.720649103196,8878.920999527649,
PACOBAMBA,7.0,8527.574159926757,8543.42715931713,
PACOCHA,1.0,8116.271674127389,8133.17052977985,
PACORA,2.0,9285.831528240613,9289.128089924956,
PACUCHA,6.0,8522.909058361434,8527.274035895201,
PADRE ABAD,14.0,9015.866440580552,9061.704680254674,
PADRE MARQUEZ,6.0,9146.927807632048,9165.117894084819,
PAIJAN,2.0,9143.363329223515,9148.345355286761,
PAIMAS,4.0,9485.421255828729,9490.962693884521,
PAJARILLO,5.0,9205.129277609632,9217.00343745286,
PAL CAZU,,8912.905039848589,8919.63557882706,
PALCAMAYO,7.0,8763.04250652601,8771.645056855321,
PALCAZU,27.0,8885.628145924396,8917.380364795183,
PALLANCHACRA,6.0,8854.988575223982,8860.721046119006,
PALLASCA,1.0,9088.090009412796,9093.691689660229,
PALLPATA,1.0,8396.125690940864,8415.385392225995,
PAMPA HERMOSA,8.0,8912.939105981111,9235.09335132247,
PAMPACHIRI,3.0,8447.773570189554,8464.473623119018,
PAMPACOLCA,,8297.343597587209,8306.95602861743,
PAMPACOLPA,,8297.049519957689,8308.025365372,
PAMPAMARCA,2.0,8657.707941191033,8933.192275622465,
PAMPAROMAS,8.0,8991.342570830833,9002.996936569034,
PAMPAS,8.0,8918.833439925336,9110.00827812142,
PAMPAS CHICO,2.0,8883.814241368993,8892.56539480127,
PAMPAS DE HOSPITAL,4.0,9585.240102988131,9593.434168306223,
PAMPAS GRANDE,1.0,,,
PANCAN,2.0,8711.858754416631,8712.783271378148,
PANGOA,39.0,8729.16713896722,8764.397640925195,
PAPA PLAYA,,9318.6063324973,9318.6063324973,
PAPAPLAYA,6.0,9317.946225233107,9330.584675826163,
PAPAYAL,5.0,9604.056371430917,9610.81004745545,
PARACAS,3.0,8472.461472960269,8486.663023455372,
PARAMONGA,8.0,8834.606996048966,8859.112732095107,
PARANDAY,1.0,9126.779523567384,9128.18266566183,
PARARCA,1.0,8343.99775030917,8346.377684846579,
PARARIN,1.0,8887.631833015244,8896.380707201411,
PARATIA,2.0,8340.186353177463,8352.410221807477,
PARCONA,3.0,8456.042567369244,8457.829436223017,
PARCOY,5.0,9119.326997581835,9128.076807339852,
PARDO MIGUEL,8.0,9371.021545645246,9389.971639023406,
PARIACOTO,3.0,8948.23655797635,8953.021755066136,
PARIAHUANCA,9.0,8747.768787425599,8969.261696918036,
PARINARI,4.0,9500.147351274785,9522.17844868994,
PARINARI   3/,,9504.582653584544,9516.835846272475,
PARIÑAS,7.0,9498.94324222972,9519.364469755854,
PAROBAMBA,6.0,9047.547911589882,9057.5991705968,
PARURO,1.0,8520.67274313028,8529.81636456389,
PASTAZA,9.0,9581.639400982162,9717.731531455009,
PATAMBUCO,4.0,8478.016026795267,8498.417555389518,
PATAPO,3.0,9252.716348047405,9255.027848646565,
PATAYPAMPA,2.0,8459.863071572463,8467.698634407083,
PATIVILCA,5.0,8822.313879122084,8827.274829090464,
PAUCAR,5.0,8863.416039179896,8868.060986563156,
PAUCARA,6.0,8608.912071798393,8620.032732737352,
PAUCARBAMBA,4.0,8628.90590355349,8633.39948255639,
PAUCARCOLLA,1.0,8317.772837539767,8327.544018972392,
PAUCARPATA,14.0,8227.182219638675,8227.911869898468,
PAUCARTAMBO,11.0,8695.086687657906,8832.849815990516,
PAUCAS,2.0,8992.760682889639,8999.140859433042,
PEDRO GALVEZ,5.0,9189.670967501428,9196.192696327093,
PEDRO VILCA APAZA,1.0,8397.581865368767,8405.293826026624,
PERENE,27.0,8809.863418514356,8831.716928891088,
PICHACANI,8.0,8263.703018745351,8292.454339347956,
PICHANAQUI,19.0,8803.71992963714,8826.95906059975,
PICHARI,10.0,8652.060715802878,8669.068804513789,
PICHIGUA,2.0,8421.26085599607,8428.827245600174,
PICHIRHUA,9.0,8505.189397792317,8519.727547537663,
PICHOS,1.0,,,
PICOTA,4.0,9241.451175258107,9245.463699305428,
PILCHACA,1.0,8641.938207729936,8643.929025345147,
PILCOMAYO,1.0,8682.14523089965,8683.185400709,
PILCUYO,8.0,8285.358689603054,8293.294715034386,
PILLCO MARCA,1.0,8898.393260098053,8906.100622365897,
PILLPINTO,1.0,8495.261635716235,8499.701969897635,
PILLUANA,2.0,9257.763696480562,9265.340701912164,
PILLUNA,,9262.71970246558,9262.71970246558,
PILPICANCHA,,8550.09101796395,8550.09101796395,
PILPICHACA,9.0,8535.778437465167,8560.587858181543,
PIMENTEL,3.0,9246.013298956892,9249.053594656594,
PIMPINGOS,8.0,9328.997131386468,9357.698321107991,
PINTO RECOD0,,9314.483404902501,9318.88571939221,
PINTO RECODO,8.0,9314.890499888328,9336.961400245182,
PISACOMA,1.0,8192.90854337275,8215.602228756841,
PISCOBAMBA,2.0,9021.976281053476,9025.180892384902,
PISCOYACU,2.0,9229.771723553693,9233.95407450377,
PISUQUIA,8.0,9285.5022894241,9292.985488575936,
PITIPO,8.0,9281.498745344887,9293.186673748376,
PITUMARCA,2.0,8508.710419876432,8523.691368288122,
PLATERIA,7.0,8296.102590965265,8311.354092584008,
POCOHUANCA,4.0,8457.733502518315,8461.5534752642,
POCOLLAY,1.0,8067.047271009491,8068.889074286687,
POLOBAYA,1.0,8208.541794328163,8215.35704145886,
POLVORA,7.0,9118.741594180103,9149.181684596195,
POMABAMBA,7.0,9029.182938251148,9041.71509485665,
POMACANCHA,3.0,8723.892416839333,8735.70932947153,
POMACANCHI,3.0,8486.55367672635,8498.738352794071,
POMACANCHII,,8499.148307743331,8504.231568214851,
POMACOCHA,4.0,8517.764635285366,8600.237682051857,
POMAHUACA,6.0,9346.592694857653,9363.652888351191,
POMALCA,3.0,9247.731827879325,9252.52010549675,
POMATA,1.0,8258.315992858963,8269.109301804205,
POROTO,1.0,9111.644607947837,9114.359728342859,
POTONI,2.0,8464.52398504859,8477.419093874247,
POZUZO,13.0,8897.059062164446,8909.809999674333,
PROGRESO,5.0,8476.377272960093,8485.351606423412,
PROVIDENCIA,3.0,9302.973051028257,9307.335474126554,
PUCACACA,2.0,9248.822994546857,9253.355413864325,
PUCACOLPA,5.0,,,
PUCALA,1.0,9248.350268242264,9250.852949874168,
PUCARA,12.0,8712.126268420883,9341.91230746394,
PUCAYACU,1.0,,,
PUCHACA,,8640.714217533545,8641.773459880225,
PUCUSANA,2.0,8626.358638395606,8629.264621205504,
PUCYURA,1.0,8547.15041281647,8550.499435088825,
PUEBLO LIBRE,8.0,8990.436110286142,8996.515873663237,
PUEBLO NUEVO,14.0,8965.39177451414,9267.984687121401,
PUENTE PIEDRA,11.0,8692.205965545794,8695.832923302385,
PUERTO BERMUDEZ,22.0,8888.485976147973,8954.518196750283,
PUERTO INCA,9.0,8986.121822215002,9005.571412473622,
PUINAHUA,4.0,9431.34648521259,9451.426760652448,
PUNCHANA,13.0,9624.377022995512,9641.958421271538,
PUNCHAO,1.0,8960.204357310586,8966.182212847447,
PUNTA DE BOMBOM,,8134.725876392244,8134.942760579705,
PUNTA DE BOMBON,1.0,8141.723906295473,8146.301839238229,
PUNTA HERMOSA,1.0,8643.58358870436,8649.885978792126,
PUNTA NEGRA,1.0,8637.531852999962,8639.040150649467,
PUNTINA,,8458.327723016908,8461.37944122219,
PUQUINA,4.0,8208.887146954814,8225.684325999933,
PUQUIO,3.0,8397.832216420753,8414.238179035188,
PUTINA,2.0,8422.666663363783,8455.225580614317,
PUTINZA,1.0,8608.773173831643,8611.384268652091,
PUTUMAYO,8.0,9825.528627803498,9997.209773772927,
PUTUMAYO    1/,,9845.838372192295,10001.91719848197,
PUYUSCA,5.0,8338.878972982448,8353.283611246019,
QUECHUALLA,,8338.171079331845,8343.452189026237,
QUEHUE,2.0,8454.883318893066,8461.299437400929,
QUELLOUNO,8.0,8644.272233553536,8666.798358902051,
QUEQUEÑA,1.0,8214.730982879215,8217.637106933931,
QUERCO,1.0,8481.873452060936,8496.292177360072,
QUERECOTILLO,8.0,9470.97006599766,9485.42596515396,
QUEROBAMBA,3.0,8475.271974241305,8488.613064802077,
QUEROCOTILLO,23.0,9319.899746947733,9482.794572270803,
QUEROCOTO,10.0,9296.585941979487,9302.405529361034,
QUEROPALCA,,8879.020632654767,8883.736075574572,
QUIACA,1.0,8463.0336628219,8478.164152923344,
QUICACHA,1.0,8303.70119852136,8324.046879475889,
QUICHES,2.0,9073.334338172255,9081.826012568356,
QUICHUAS,2.0,,,
QUICHUAY,1.0,8702.116668602148,8707.729675125596,
QUILAHUANI,2.0,8141.285533861332,8143.504406618289,
QUILCA,1.0,8187.345339506166,8198.91002004546,
QUILCAPUNCU,1.0,8417.52262633529,8430.507050998083,
QUILCAS,1.0,8698.224705489598,8705.367918947803,
QUILLO,3.0,8970.282033577181,8977.455635845492,
QUILMANA,1.0,8572.901216437775,8576.588604143868,
QUINCHES,1.0,8644.620272848486,8647.348415459132,
QUINISTAQUILLAS,1.0,8197.843787962065,8201.59314070806,
QUINJALCA,2.0,9330.316437774056,9336.433598496778,
QUINOCAY,1.0,8642.62143651721,8646.827487152625,
QUINOCHAY,,8643.192290924444,8646.572974364992,
