ubigeo,n_facilities,mean,max,emergencias_total
YANACANCHA,12.0,8728.917271888291,8842.907229367329,
YANAHUANCA,25.0,8837.83027950662,8854.339106926576,
YANAHUANCADANIEL ALCIDES CARRION,,8844.709389169348,8844.709389169348,
YANAHUARA,4.0,8230.204134384543,8230.204134384543,
YANAHUAYA,1.0,8488.387158558238,8496.23775930862,
YANAMA,6.0,9004.676841021186,9008.091470277366,
YANAOCA,3.0,8466.692604676718,8475.091517666278,
YANAQUIHUA,,8291.422559328714,8312.267744009529,
YANATILE,11.0,8625.20723768903,8650.770685773128,
YANQUE,1.0,8300.861962988469,8316.72899247287,
YANTALO,1.0,9345.218835103711,9347.457695592888,
YAQUERANA,2.0,9388.03728141018,9452.762269034183,
YAQUERANA    2/,,9431.70798464974,9459.952153258624,
YARABAMBA,1.0,8212.459816531526,8216.997575512209,
YARINACOCHA,22.0,9095.572597011746,9111.652062908992,
YARUMAYO,3.0,8904.943383294914,8908.99280098052,
YAUCA DEL ROSARIO,4.0,8454.821823926712,8466.607561396655,
YAUCA DEL ROSARIO  1/,,8453.014367895392,8463.8172811178,
YAURISQUE,1.0,8529.242189452161,8533.002789016831,
YAURISQUITE,,8528.580319100241,8534.412685484453,
YAUTAN,2.0,8949.401799283129,8957.256463987807,
YAUYOS,4.0,8601.219510766765,8709.420454398936,
YAUYUCAN,4.0,9259.975703714954,9262.00391295175,
YAVARI,4.0,9562.545639723201,9596.495046045706,
YAVARÍ,,9587.10282424732,9600.214197905381,
YORONGOS,2.0,9321.674684098298,9327.594893021329,
YUNGAR,4.0,8963.512697483318,8965.903489704173,
YUNGAY,7.0,8992.922459362408,9000.833261591282,
YUNGUYO,10.0,8269.329050365268,8277.169224402827,
YURACMARCA,3.0,9033.14823364923,9042.1804698312,
YURACYACU,1.0,9347.466720076916,9350.67032825401,
YURIMAGUAS,34.0,9358.555673979938,9382.444328349533,
YUYAPICHIS,6.0,8948.465073860127,8967.596524729339,
ZAPATERO,11.0,9281.29724389667,9292.039176849225,
ZARUMILLA,2.0,9616.527393968086,9619.767971199639,
ZEPITA,2.0,8243.529243066141,8256.97485550098,
ZORRITOS,5.0,9570.447575605118,9596.21887401407,
ZURITE,1.0,8546.176049172578,8550.132194878473,
ZUÑIGA,1.0,8588.262836631675,8595.13272827936,
ÑAHUIMPUQUIO,1.0,8650.57791022793,8654.007090229079,
ÑAHUINPUQUIO,,8648.45025926737,8651.535798169276,
